model,run,condition,seed,subset,n_samples,bleu,chrf,chrfpp,ref_mode,alt_ref_rows_used,source_file
mbart-fr,exp1,STRUCTURED-2K,456,combined,1455,23.09,28.41,28.2,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp1/STRUCTURED-2K/seed456/test_predictions.jsonl
mbart-fr,exp1,STRUCTURED-2K,456,structured,455,92.31,96.0,95.71,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp1/STRUCTURED-2K/seed456/test_predictions.jsonl
mbart-fr,exp1,STRUCTURED-2K,456,tatoeba,1000,0.36,9.12,8.12,multi,0,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp1/STRUCTURED-2K/seed456/test_predictions.jsonl
mbart-fr,exp1,STRUCTURED-2K,789,combined,1455,23.09,28.11,27.97,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp1/STRUCTURED-2K/seed789/test_predictions.jsonl
mbart-fr,exp1,STRUCTURED-2K,789,structured,455,92.94,95.25,95.21,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp1/STRUCTURED-2K/seed789/test_predictions.jsonl
mbart-fr,exp1,STRUCTURED-2K,789,tatoeba,1000,0.32,8.79,7.84,multi,0,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp1/STRUCTURED-2K/seed789/test_predictions.jsonl
mbart-fr,exp1,STRUCTURED-4K-ONLY,123,combined,1455,22.15,27.77,27.58,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp1/STRUCTURED-4K-ONLY/seed123/test_predictions.jsonl
mbart-fr,exp1,STRUCTURED-4K-ONLY,123,structured,455,89.42,94.54,94.18,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp1/STRUCTURED-4K-ONLY/seed123/test_predictions.jsonl
mbart-fr,exp1,STRUCTURED-4K-ONLY,123,tatoeba,1000,0.34,8.51,7.64,multi,0,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp1/STRUCTURED-4K-ONLY/seed123/test_predictions.jsonl
mbart-fr,exp1,STRUCTURED-4K-ONLY,2024,combined,1455,22.62,28.21,27.91,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp1/STRUCTURED-4K-ONLY/seed2024/test_predictions.jsonl
mbart-fr,exp1,STRUCTURED-4K-ONLY,2024,structured,455,91.83,95.73,95.48,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp1/STRUCTURED-4K-ONLY/seed2024/test_predictions.jsonl
mbart-fr,exp1,STRUCTURED-4K-ONLY,2024,tatoeba,1000,0.31,9.12,7.99,multi,0,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp1/STRUCTURED-4K-ONLY/seed2024/test_predictions.jsonl
mbart-fr,exp1,STRUCTURED-4K-ONLY,42,combined,1455,22.65,28.33,28.07,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp1/STRUCTURED-4K-ONLY/seed42/test_predictions.jsonl
mbart-fr,exp1,STRUCTURED-4K-ONLY,42,structured,455,93.13,95.61,95.59,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp1/STRUCTURED-4K-ONLY/seed42/test_predictions.jsonl
mbart-fr,exp1,STRUCTURED-4K-ONLY,42,tatoeba,1000,0.34,9.35,8.25,multi,0,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp1/STRUCTURED-4K-ONLY/seed42/test_predictions.jsonl
mbart-fr,exp1,STRUCTURED-4K-ONLY,456,combined,1455,23.26,28.46,28.23,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp1/STRUCTURED-4K-ONLY/seed456/test_predictions.jsonl
mbart-fr,exp1,STRUCTURED-4K-ONLY,456,structured,455,93.54,96.15,96.09,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp1/STRUCTURED-4K-ONLY/seed456/test_predictions.jsonl
mbart-fr,exp1,STRUCTURED-4K-ONLY,456,tatoeba,1000,0.38,9.13,8.04,multi,0,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp1/STRUCTURED-4K-ONLY/seed456/test_predictions.jsonl
mbart-fr,exp1,STRUCTURED-4K-ONLY,789,combined,1455,22.59,27.98,27.7,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp1/STRUCTURED-4K-ONLY/seed789/test_predictions.jsonl
mbart-fr,exp1,STRUCTURED-4K-ONLY,789,structured,455,90.21,94.66,94.31,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp1/STRUCTURED-4K-ONLY/seed789/test_predictions.jsonl
mbart-fr,exp1,STRUCTURED-4K-ONLY,789,tatoeba,1000,0.29,8.84,7.78,multi,0,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp1/STRUCTURED-4K-ONLY/seed789/test_predictions.jsonl
mbart-fr,exp2,RANDOM-1000,123,combined,1455,0.25,10.44,9.26,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-1000/seed123/test_predictions.jsonl
mbart-fr,exp2,RANDOM-1000,123,structured,455,0.06,4.15,3.89,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-1000/seed123/test_predictions.jsonl
mbart-fr,exp2,RANDOM-1000,123,tatoeba,1000,0.93,15.44,13.56,multi,0,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-1000/seed123/test_predictions.jsonl
mbart-fr,exp2,RANDOM-1000,2024,combined,1455,0.81,16.08,14.34,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-1000/seed2024/test_predictions.jsonl
mbart-fr,exp2,RANDOM-1000,2024,structured,455,0.87,18.28,15.78,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-1000/seed2024/test_predictions.jsonl
mbart-fr,exp2,RANDOM-1000,2024,tatoeba,1000,0.76,15.46,13.94,multi,0,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-1000/seed2024/test_predictions.jsonl
mbart-fr,exp2,RANDOM-1000,42,combined,1455,0.95,16.84,15.24,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-1000/seed42/test_predictions.jsonl
mbart-fr,exp2,RANDOM-1000,42,structured,455,1.13,18.99,17.13,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-1000/seed42/test_predictions.jsonl
mbart-fr,exp2,RANDOM-1000,42,tatoeba,1000,0.97,16.26,14.71,multi,0,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-1000/seed42/test_predictions.jsonl
mbart-fr,exp2,RANDOM-1000,456,combined,1455,0.6,16.27,14.57,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-1000/seed456/test_predictions.jsonl
mbart-fr,exp2,RANDOM-1000,456,structured,455,0.9,17.6,15.99,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-1000/seed456/test_predictions.jsonl
mbart-fr,exp2,RANDOM-1000,456,tatoeba,1000,0.59,15.9,14.15,multi,0,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-1000/seed456/test_predictions.jsonl
mbart-fr,exp2,RANDOM-1000,789,combined,1455,0.52,14.3,12.88,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-1000/seed789/test_predictions.jsonl
mbart-fr,exp2,RANDOM-1000,789,structured,455,0.25,12.19,10.69,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-1000/seed789/test_predictions.jsonl
mbart-fr,exp2,RANDOM-1000,789,tatoeba,1000,0.73,15.1,13.73,multi,0,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-1000/seed789/test_predictions.jsonl
mbart-fr,exp2,RANDOM-10000,123,combined,1455,2.52,26.35,23.37,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-10000/seed123/test_predictions.jsonl
mbart-fr,exp2,RANDOM-10000,123,structured,455,3.21,34.02,29.2,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-10000/seed123/test_predictions.jsonl
mbart-fr,exp2,RANDOM-10000,123,tatoeba,1000,2.34,24.3,21.81,multi,0,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-10000/seed123/test_predictions.jsonl
mbart-fr,exp2,RANDOM-10000,2024,combined,1455,3.03,27.1,24.2,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-10000/seed2024/test_predictions.jsonl
mbart-fr,exp2,RANDOM-10000,2024,structured,455,3.3,33.73,29.21,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-10000/seed2024/test_predictions.jsonl
mbart-fr,exp2,RANDOM-10000,2024,tatoeba,1000,2.96,25.34,22.88,multi,0,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-10000/seed2024/test_predictions.jsonl
mbart-fr,exp2,RANDOM-10000,42,combined,1455,3.29,26.33,23.43,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-10000/seed42/test_predictions.jsonl
mbart-fr,exp2,RANDOM-10000,42,structured,455,5.02,33.32,29.27,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-10000/seed42/test_predictions.jsonl
mbart-fr,exp2,RANDOM-10000,42,tatoeba,1000,2.84,24.48,21.86,multi,0,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-10000/seed42/test_predictions.jsonl
mbart-fr,exp2,RANDOM-10000,456,combined,1455,3.45,26.85,24.01,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-10000/seed456/test_predictions.jsonl
mbart-fr,exp2,RANDOM-10000,456,structured,455,4.24,33.44,29.01,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-10000/seed456/test_predictions.jsonl
mbart-fr,exp2,RANDOM-10000,456,tatoeba,1000,3.25,25.09,22.67,multi,0,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-10000/seed456/test_predictions.jsonl
mbart-fr,exp2,RANDOM-10000,789,combined,1455,3.07,26.76,23.75,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-10000/seed789/test_predictions.jsonl
mbart-fr,exp2,RANDOM-10000,789,structured,455,4.53,34.88,30.23,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-10000/seed789/test_predictions.jsonl
mbart-fr,exp2,RANDOM-10000,789,tatoeba,1000,2.68,24.62,22.03,multi,0,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-10000/seed789/test_predictions.jsonl
mbart-fr,exp2,RANDOM-200,123,combined,1455,0.14,10.09,8.77,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-200/seed123/test_predictions.jsonl
mbart-fr,exp2,RANDOM-200,123,structured,455,0.26,9.72,8.17,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-200/seed123/test_predictions.jsonl
mbart-fr,exp2,RANDOM-200,123,tatoeba,1000,0.15,10.2,8.97,multi,0,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-200/seed123/test_predictions.jsonl
mbart-fr,exp2,RANDOM-200,2024,combined,1455,0.16,11.35,10.16,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-200/seed2024/test_predictions.jsonl
mbart-fr,exp2,RANDOM-200,2024,structured,455,0.32,10.9,9.37,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-200/seed2024/test_predictions.jsonl
mbart-fr,exp2,RANDOM-200,2024,tatoeba,1000,0.18,11.48,10.41,multi,0,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-200/seed2024/test_predictions.jsonl
mbart-fr,exp2,RANDOM-200,42,combined,1455,0.12,10.0,8.8,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-200/seed42/test_predictions.jsonl
mbart-fr,exp2,RANDOM-200,42,structured,455,0.17,9.29,7.92,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-200/seed42/test_predictions.jsonl
mbart-fr,exp2,RANDOM-200,42,tatoeba,1000,0.14,10.23,9.09,multi,0,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-200/seed42/test_predictions.jsonl
mbart-fr,exp2,RANDOM-200,456,combined,1455,0.15,10.49,9.33,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-200/seed456/test_predictions.jsonl
mbart-fr,exp2,RANDOM-200,456,structured,455,0.22,10.06,8.55,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-200/seed456/test_predictions.jsonl
mbart-fr,exp2,RANDOM-200,456,tatoeba,1000,0.17,10.61,9.58,multi,0,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-200/seed456/test_predictions.jsonl
mbart-fr,exp2,RANDOM-200,789,combined,1455,0.26,9.14,8.5,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-200/seed789/test_predictions.jsonl
mbart-fr,exp2,RANDOM-200,789,structured,455,0.32,8.51,7.59,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-200/seed789/test_predictions.jsonl
mbart-fr,exp2,RANDOM-200,789,tatoeba,1000,0.3,9.32,8.78,multi,0,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-200/seed789/test_predictions.jsonl
mbart-fr,exp2,RANDOM-2000,123,combined,1455,1.31,19.51,17.35,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-2000/seed123/test_predictions.jsonl
mbart-fr,exp2,RANDOM-2000,123,structured,455,0.81,21.9,19.06,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-2000/seed123/test_predictions.jsonl
mbart-fr,exp2,RANDOM-2000,123,tatoeba,1000,1.43,18.84,16.88,multi,0,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-2000/seed123/test_predictions.jsonl
mbart-fr,exp2,RANDOM-2000,2024,combined,1455,1.47,20.2,18.0,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-2000/seed2024/test_predictions.jsonl
mbart-fr,exp2,RANDOM-2000,2024,structured,455,1.51,24.94,21.57,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-2000/seed2024/test_predictions.jsonl
mbart-fr,exp2,RANDOM-2000,2024,tatoeba,1000,1.44,18.9,17.03,multi,0,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-2000/seed2024/test_predictions.jsonl
mbart-fr,exp2,RANDOM-2000,42,combined,1455,1.45,19.01,16.75,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-2000/seed42/test_predictions.jsonl
mbart-fr,exp2,RANDOM-2000,42,structured,455,1.03,20.63,17.73,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-2000/seed42/test_predictions.jsonl
mbart-fr,exp2,RANDOM-2000,42,tatoeba,1000,1.56,18.56,16.5,multi,0,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-2000/seed42/test_predictions.jsonl
mbart-fr,exp2,RANDOM-2000,456,combined,1455,1.21,19.14,16.93,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-2000/seed456/test_predictions.jsonl
mbart-fr,exp2,RANDOM-2000,456,structured,455,1.05,21.23,18.55,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-2000/seed456/test_predictions.jsonl
mbart-fr,exp2,RANDOM-2000,456,tatoeba,1000,1.28,18.57,16.49,multi,0,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-2000/seed456/test_predictions.jsonl
mbart-fr,exp2,RANDOM-2000,789,combined,1455,1.57,20.01,17.91,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-2000/seed789/test_predictions.jsonl
mbart-fr,exp2,RANDOM-2000,789,structured,455,1.85,24.33,21.57,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-2000/seed789/test_predictions.jsonl
mbart-fr,exp2,RANDOM-2000,789,tatoeba,1000,1.48,18.85,16.92,multi,0,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-2000/seed789/test_predictions.jsonl
mbart-fr,exp2,RANDOM-4000,123,combined,1455,2.17,23.46,20.8,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-4000/seed123/test_predictions.jsonl
mbart-fr,exp2,RANDOM-4000,123,structured,455,2.19,29.45,25.36,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-4000/seed123/test_predictions.jsonl
mbart-fr,exp2,RANDOM-4000,123,tatoeba,1000,2.09,21.84,19.57,multi,0,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-4000/seed123/test_predictions.jsonl
mbart-fr,exp2,RANDOM-4000,2024,combined,1455,2.3,22.96,20.4,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-4000/seed2024/test_predictions.jsonl
mbart-fr,exp2,RANDOM-4000,2024,structured,455,2.92,28.34,24.66,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-4000/seed2024/test_predictions.jsonl
mbart-fr,exp2,RANDOM-4000,2024,tatoeba,1000,2.14,21.56,19.28,multi,0,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-4000/seed2024/test_predictions.jsonl
mbart-fr,exp2,RANDOM-4000,42,combined,1455,1.91,22.72,20.04,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-4000/seed42/test_predictions.jsonl
mbart-fr,exp2,RANDOM-4000,42,structured,455,1.89,27.78,24.29,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-4000/seed42/test_predictions.jsonl
mbart-fr,exp2,RANDOM-4000,42,tatoeba,1000,1.88,21.36,18.89,multi,0,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-4000/seed42/test_predictions.jsonl
mbart-fr,exp2,RANDOM-4000,456,combined,1455,1.78,23.43,20.8,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-4000/seed456/test_predictions.jsonl
mbart-fr,exp2,RANDOM-4000,456,structured,455,1.28,27.78,23.85,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-4000/seed456/test_predictions.jsonl
mbart-fr,exp2,RANDOM-4000,456,tatoeba,1000,1.92,22.25,19.99,multi,0,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-4000/seed456/test_predictions.jsonl
mbart-fr,exp2,RANDOM-4000,789,combined,1455,2.08,23.29,20.75,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-4000/seed789/test_predictions.jsonl
mbart-fr,exp2,RANDOM-4000,789,structured,455,2.2,28.6,24.89,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-4000/seed789/test_predictions.jsonl
mbart-fr,exp2,RANDOM-4000,789,tatoeba,1000,2.01,21.88,19.64,multi,0,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-4000/seed789/test_predictions.jsonl
mbart-fr,exp2,RANDOM-500,123,combined,1455,0.42,13.25,11.69,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-500/seed123/test_predictions.jsonl
mbart-fr,exp2,RANDOM-500,123,structured,455,0.41,12.44,11.03,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-500/seed123/test_predictions.jsonl
mbart-fr,exp2,RANDOM-500,123,tatoeba,1000,0.46,13.47,11.88,multi,0,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-500/seed123/test_predictions.jsonl
mbart-fr,exp2,RANDOM-500,2024,combined,1455,0.4,12.68,11.29,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-500/seed2024/test_predictions.jsonl
mbart-fr,exp2,RANDOM-500,2024,structured,455,0.42,12.52,11.03,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-500/seed2024/test_predictions.jsonl
mbart-fr,exp2,RANDOM-500,2024,tatoeba,1000,0.43,12.73,11.37,multi,0,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-500/seed2024/test_predictions.jsonl
mbart-fr,exp2,RANDOM-500,42,combined,1455,0.36,12.85,11.5,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-500/seed42/test_predictions.jsonl
mbart-fr,exp2,RANDOM-500,42,structured,455,0.4,12.23,10.72,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-500/seed42/test_predictions.jsonl
mbart-fr,exp2,RANDOM-500,42,tatoeba,1000,0.4,13.01,11.72,multi,0,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-500/seed42/test_predictions.jsonl
mbart-fr,exp2,RANDOM-500,456,combined,1455,0.34,11.69,10.35,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-500/seed456/test_predictions.jsonl
mbart-fr,exp2,RANDOM-500,456,structured,455,0.44,11.07,9.68,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-500/seed456/test_predictions.jsonl
mbart-fr,exp2,RANDOM-500,456,tatoeba,1000,0.36,11.86,10.54,multi,0,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-500/seed456/test_predictions.jsonl
mbart-fr,exp2,RANDOM-500,789,combined,1455,0.38,13.48,11.96,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-500/seed789/test_predictions.jsonl
mbart-fr,exp2,RANDOM-500,789,structured,455,0.39,12.4,10.81,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-500/seed789/test_predictions.jsonl
mbart-fr,exp2,RANDOM-500,789,tatoeba,1000,0.42,13.77,12.3,multi,0,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-500/seed789/test_predictions.jsonl
mbart-fr,exp2,RANDOM-6000,123,combined,1455,2.73,25.67,22.9,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-6000/seed123/test_predictions.jsonl
mbart-fr,exp2,RANDOM-6000,123,structured,455,3.66,31.03,27.09,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-6000/seed123/test_predictions.jsonl
mbart-fr,exp2,RANDOM-6000,123,tatoeba,1000,2.48,24.25,21.78,multi,0,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-6000/seed123/test_predictions.jsonl
mbart-fr,exp2,RANDOM-6000,2024,combined,1455,2.33,25.3,22.54,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-6000/seed2024/test_predictions.jsonl
mbart-fr,exp2,RANDOM-6000,2024,structured,455,1.69,29.17,25.28,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-6000/seed2024/test_predictions.jsonl
mbart-fr,exp2,RANDOM-6000,2024,tatoeba,1000,2.46,24.26,21.81,multi,0,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-6000/seed2024/test_predictions.jsonl
mbart-fr,exp2,RANDOM-6000,42,combined,1455,2.14,25.05,22.1,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-6000/seed42/test_predictions.jsonl
mbart-fr,exp2,RANDOM-6000,42,structured,455,2.86,30.0,25.84,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-6000/seed42/test_predictions.jsonl
mbart-fr,exp2,RANDOM-6000,42,tatoeba,1000,1.9,23.73,21.1,multi,0,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-6000/seed42/test_predictions.jsonl
mbart-fr,exp2,RANDOM-6000,456,combined,1455,2.24,25.22,22.36,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-6000/seed456/test_predictions.jsonl
mbart-fr,exp2,RANDOM-6000,456,structured,455,1.89,28.26,24.53,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-6000/seed456/test_predictions.jsonl
mbart-fr,exp2,RANDOM-6000,456,tatoeba,1000,2.31,24.41,21.79,multi,0,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-6000/seed456/test_predictions.jsonl
mbart-fr,exp2,RANDOM-6000,789,combined,1455,2.58,24.99,22.29,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-6000/seed789/test_predictions.jsonl
mbart-fr,exp2,RANDOM-6000,789,structured,455,3.47,31.13,27.37,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-6000/seed789/test_predictions.jsonl
mbart-fr,exp2,RANDOM-6000,789,tatoeba,1000,2.33,23.35,20.92,multi,0,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-6000/seed789/test_predictions.jsonl
mbart-fr,exp2,RANDOM-6K_STRUCTURED-1000,123,combined,1455,20.19,36.77,35.28,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-6K_STRUCTURED-1000/seed123/test_predictions.jsonl
mbart-fr,exp2,RANDOM-6K_STRUCTURED-1000,123,structured,455,75.27,85.91,85.14,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-6K_STRUCTURED-1000/seed123/test_predictions.jsonl
mbart-fr,exp2,RANDOM-6K_STRUCTURED-1000,123,tatoeba,1000,2.81,24.06,21.69,multi,0,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-6K_STRUCTURED-1000/seed123/test_predictions.jsonl
mbart-fr,exp2,RANDOM-6K_STRUCTURED-1000,2024,combined,1455,20.56,37.37,35.81,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-6K_STRUCTURED-1000/seed2024/test_predictions.jsonl
mbart-fr,exp2,RANDOM-6K_STRUCTURED-1000,2024,structured,455,75.84,87.82,86.64,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-6K_STRUCTURED-1000/seed2024/test_predictions.jsonl
mbart-fr,exp2,RANDOM-6K_STRUCTURED-1000,2024,tatoeba,1000,3.24,24.11,21.81,multi,0,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-6K_STRUCTURED-1000/seed2024/test_predictions.jsonl
mbart-fr,exp2,RANDOM-6K_STRUCTURED-1000,42,combined,1455,20.8,37.72,36.08,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/RANDOM-6K_STRUCTURED-1000/seed42/test_predictions.jsonl
